Year,DJF,MAM,JJA,SON
2025,78.74628266147499,82.26581922261389,81.40034906934002,79.36347737534845
2030,78.7996901052252,82.34395222675097,81.4453133932913,79.42138362372026
2050,79.01331988022604,82.65648424329932,81.6251706890964,79.65300861720752
