Year,Season,FF-HadRM3-Q0_afgcx,FF-HadRM3-Q3_afixa,FF-HadRM3-Q4_afixc,FF-HadRM3-Q6_afixh,FF-HadRM3-Q9_afixi,FF-HadRM3-Q8_afixj,FF-HadRM3-Q10_afixk,FF-HadRM3-Q14_afixl,FF-HadRM3-Q11_afixm,FF-HadRM3-Q13_afixo,FF-HadRM3-Q16_afixq
2014,DJF,78.77749999999999,75.2935,81.39673333333333,77.44103333333334,77.7881,77.2119,77.21839999999999,81.19656666666667,78.37866666666666,78.992,83.05720000000001
2014,MAM,81.5489,76.04886666666665,86.17436666666667,80.37826666666666,82.89356666666667,77.73983333333332,79.708,87.9978,83.47943333333335,88.81253333333332,85.76693333333333
2014,JJA,81.883,75.58063333333332,85.80166666666666,81.5998,81.54923333333333,81.49303333333334,78.81493333333333,83.55916666666667,83.4469,83.0898,83.0888
2014,SON,79.27373333333333,74.0815,83.28286666666666,79.33,79.0272,82.3698,78.0724,80.30253333333333,80.47636666666666,80.03386666666667,80.05246666666666
2015,DJF,79.73823333333333,74.42113333333333,80.77663333333334,78.5467,78.0433,79.18243333333334,75.13373333333332,78.4748,80.471,82.68816666666667,76.81439999999999
2015,MAM,81.89106666666667,78.2176,85.95343333333334,84.00523333333332,80.14613333333334,81.28213333333333,76.83139999999999,81.54899999999999,83.93860000000001,87.63633333333333,77.34533333333333
2015,JJA,83.17003333333334,77.35446666666667,83.68526666666666,85.49636666666667,80.09713333333333,80.33003333333333,75.6309,82.0016,81.1784,85.54216666666666,77.779
2015,SON,81.88526666666667,76.32213333333334,80.3744,81.2926,77.93173333333333,78.11053333333332,74.12563333333333,79.58456666666666,78.7571,84.5313,76.04503333333334
2016,DJF,80.6036,74.72019999999999,80.26733333333334,78.7757,78.4284,75.63843333333334,74.73196666666666,79.3593,76.10836666666667,82.20283333333333,74.55956666666667
2016,MAM,83.495,74.4771,86.55656666666668,81.33733333333333,82.4229,78.3196,80.45519999999999,85.80616666666667,76.82426666666667,86.74316666666665,76.82119999999999
2016,JJA,81.27409999999999,73.53686666666667,85.2362,79.75863333333332,80.43956666666666,77.1453,79.21986666666668,84.40443333333333,77.39006666666667,82.65383333333334,76.5565
2016,SON,78.8275,72.5533,82.74136666666668,77.94403333333334,78.26729999999999,75.43623333333333,77.19053333333333,80.75973333333333,75.82253333333334,79.76633333333332,74.93626666666667
2017,DJF,76.6594,76.4977,78.87603333333334,77.34526666666666,79.40326666666667,74.47513333333333,75.79653333333333,79.56656666666667,80.3999,78.17876666666666,75.01673333333333
2017,MAM,78.42970000000001,77.17273333333334,79.77853333333333,82.3749,82.62536666666666,72.73363333333333,76.59503333333333,85.03213333333333,87.18073333333332,82.96696666666666,78.07443333333333
2017,JJA,77.56033333333333,84.0089,79.098,84.2427,82.95566666666667,72.0946,78.05336666666666,81.76639999999999,82.89920000000001,81.12323333333333,77.5018
2017,SON,76.14983333333333,83.3866,77.65406666666667,80.70973333333333,81.64996666666667,74.93043333333333,77.3756,79.19553333333333,79.91783333333333,79.3898,75.74033333333334
2018,DJF,79.07503333333334,79.90923333333333,77.33273333333334,79.93503333333334,83.62373333333333,77.96929999999999,78.98256666666667,77.89146666666666,79.34830000000001,78.65436666666666,74.41703333333334
2018,MAM,84.13709999999999,82.9386,80.49356666666667,85.46296666666667,87.72853333333335,79.67966666666666,84.56830000000001,82.47716666666668,86.18573333333335,83.49863333333333,75.95253333333334
2018,JJA,82.1118,82.99083333333333,79.78833333333334,84.2315,82.6145,78.16386666666666,81.769,83.3059,82.94009999999999,81.03016666666666,77.2581
2018,SON,79.41566666666667,80.41273333333334,79.49,80.7013,79.7417,79.03806666666667,79.98610000000001,80.17473333333334,79.95049999999999,78.64710000000001,76.12143333333334
2019,DJF,77.45960000000001,78.4898,81.7549,79.70479999999999,77.63853333333333,81.97579999999999,79.40763333333332,79.2308,78.2405,78.70123333333333,75.798
2019,MAM,80.89223333333332,82.0172,86.57056666666666,87.71003333333333,80.83516666666667,86.45383333333332,83.35413333333334,84.58806666666666,82.14023333333334,84.58976666666666,80.54073333333334
2019,JJA,81.56753333333333,83.967,83.24680000000001,86.29653333333333,80.3,82.59123333333334,85.89993333333332,82.47083333333333,81.7824,82.6718,79.5367
2019,SON,79.05096666666667,80.80919999999999,82.35953333333333,81.96286666666667,78.5684,80.34779999999999,82.29386666666666,79.75133333333333,79.53436666666666,79.78416666666666,77.46216666666668
2020,DJF,77.7522,78.1767,82.5896,79.07406666666667,76.77980000000001,79.1541,79.34343333333334,76.76136666666667,76.00893333333333,78.312,76.5894
2020,MAM,81.18663333333333,80.5597,85.85956666666668,82.58120000000001,78.64816666666667,83.9278,81.09953333333334,79.49416666666667,77.41413333333334,82.61036666666666,80.45216666666666
2020,JJA,82.66003333333333,79.9328,81.81266666666666,82.63933333333334,77.89113333333334,85.16246666666666,80.43413333333334,78.34036666666667,76.0129,81.63709999999999,81.874
2020,SON,79.9864,77.9285,79.2145,79.9344,77.05583333333334,81.58396666666665,79.3738,76.4511,74.459,79.47343333333333,79.2737
2021,DJF,78.27396666666667,80.2878,79.5616,79.19330000000001,79.47993333333334,78.8118,78.2679,77.05736666666667,74.59593333333333,76.84266666666667,77.0346
2021,MAM,81.7803,82.1806,83.88096666666667,85.06779999999999,87.65533333333333,81.8162,78.68036666666667,79.75973333333333,78.53046666666667,78.78699999999999,77.24033333333334
2021,JJA,80.08273333333334,85.84096666666666,83.31763333333333,83.2683,83.04936666666667,80.75183333333332,78.89659999999999,80.83760000000001,79.32273333333335,77.18256666666667,77.11203333333333
2021,SON,77.9052,82.84313333333334,81.1047,80.14053333333334,80.0086,78.61456666666668,78.14086666666667,78.66353333333335,77.28703333333334,75.47123333333333,77.18013333333333
2022,DJF,76.68463333333334,81.56186666666667,80.68396666666666,79.94236666666667,79.2976,79.40763333333332,79.6982,79.62896666666667,78.76076666666667,79.91986666666666,78.71390000000001
2022,MAM,79.23583333333333,85.22406666666667,85.79593333333332,86.31283333333333,85.48443333333334,87.73726666666666,84.38836666666667,86.34406666666666,82.67196666666666,85.73413333333333,81.72523333333334
2022,JJA,81.7573,81.75173333333333,83.65056666666668,84.5566,83.84556666666667,85.40853333333332,84.61903333333333,85.2375,80.14046666666667,82.49706666666667,81.80193333333334
2022,SON,79.62263333333334,81.10719999999999,80.35973333333334,81.70953333333334,80.47413333333333,81.90323333333333,81.74396666666667,81.65320000000001,77.95026666666666,80.25349999999999,79.87476666666667
2023,DJF,77.4682,81.08113333333334,81.48676666666667,78.443,77.78436666666666,82.40129999999999,81.13856666666668,81.80669999999999,76.5236,83.18746666666668,84.50263333333334
2023,MAM,80.91613333333333,84.28123333333333,89.57476666666666,81.30613333333334,80.64093333333334,83.03716666666666,86.12596666666667,86.0493,79.95606666666667,87.16606666666667,89.5347
2023,JJA,79.60379999999999,81.11886666666668,84.8198,79.95026666666666,78.98596666666667,82.4636,85.32803333333334,83.23703333333333,80.03086666666667,83.52156666666667,84.73633333333333
2023,SON,77.50866666666667,79.53956666666666,82.06683333333332,77.79540000000001,76.9934,82.49743333333333,82.02426666666666,82.69923333333334,77.86746666666666,81.09186666666666,80.92733333333332
2024,DJF,75.72253333333333,78.48316666666666,79.08909999999999,77.07993333333333,75.6419,81.0351,79.1136,80.8848,77.46963333333333,78.611,79.8902
2024,MAM,78.61813333333333,80.07533333333333,82.64653333333332,82.27193333333334,77.833,85.1594,80.4524,83.4365,81.347,80.63556666666666,84.57796666666667
